scenario_id,scenario_category,timestamp_offset_s,message_type,criticality,criticality_rank,latency_budget_ms,observed_packet_rate_hz,replay_attempt_count,auth_failure_count,integrity_failure_count,aad_tamper_count,transcript_anomaly_count,routing_error_count,channel_bit_error_rate,prior_security_events_window,anomaly_score_raw,threat_level,threat_level_numeric,threat_score,confidence,recommended_min_assurance
SCN-00046,AUTH_FAILURE_PROBE,987.52,ALTITUDE,CRITICAL,3,500.0,16.9,1,4,0,0,0,0,0.000307,11,31.59,ELEVATED,1,25.28,0.925,BALANCED
SCN-00047,AUTH_FAILURE_PROBE,3102.2,FLIGHT_CONTROL,ROUTINE,1,2000.0,43.36,0,5,0,0,1,0,0.000429,14,34.81,ELEVATED,1,44.31,0.885,BALANCED
SCN-00048,AUTH_FAILURE_PROBE,2226.31,AIRCRAFT_STATUS,ROUTINE,1,5000.0,32.05,0,3,0,1,0,0,0.000796,3,39.16,ELEVATED,1,33.32,0.933,BALANCED
SCN-00049,AUTH_FAILURE_PROBE,863.51,NAVIGATION_UPDATE,CRITICAL,3,3000.0,54.97,1,5,0,0,0,0,0.000763,6,40.51,ELEVATED,1,30.29,0.861,BALANCED
SCN-00050,AUTH_FAILURE_PROBE,3326.08,AIRCRAFT_STATUS,CRITICAL,3,500.0,5.15,1,5,0,0,0,0,0.000302,9,42.06,ELEVATED,1,34.08,0.946,BALANCED
SCN-00051,AUTH_FAILURE_PROBE,1580.95,FLIGHT_CONTROL,CRITICAL,3,500.0,28.38,0,3,0,0,0,0,0.000142,9,39.9,ELEVATED,1,41.48,0.979,BALANCED
SCN-00052,AUTH_FAILURE_PROBE,3097.86,HEADING,IMPORTANT,2,5000.0,56.85,1,5,0,0,1,0,0.000614,8,28.52,ELEVATED,1,29.58,0.944,BALANCED
SCN-00053,AUTH_FAILURE_PROBE,1252.66,AIRCRAFT_STATUS,CRITICAL,3,1000.0,36.69,0,5,0,1,0,0,0.000798,13,40.7,ELEVATED,1,34.83,0.863,BALANCED
SCN-00054,AUTH_FAILURE_PROBE,3492.67,HEADING,IMPORTANT,2,500.0,52.18,1,5,0,1,1,0,0.000669,1,37.1,ELEVATED,1,31.29,0.895,BALANCED
SCN-00055,AUTH_FAILURE_PROBE,1977.19,FLIGHT_CONTROL,IMPORTANT,2,500.0,41.17,1,5,0,0,1,0,0.000536,15,40.51,ELEVATED,1,40.2,0.878,BALANCED
SCN-00056,AUTH_FAILURE_PROBE,1794.15,NAVIGATION_UPDATE,IMPORTANT,2,5000.0,11.68,0,3,0,0,1,0,0.000165,3,37.23,ELEVATED,1,27.35,0.967,BALANCED
SCN-00057,AUTH_FAILURE_PROBE,491.43,HEADING,CRITICAL,3,5000.0,43.8,1,5,0,0,1,0,0.000486,12,31.81,ELEVATED,1,36.99,0.954,BALANCED
SCN-00058,AUTH_FAILURE_PROBE,1956.35,HEADING,ROUTINE,1,5000.0,23.69,1,2,0,1,1,0,0.000706,14,38.77,ELEVATED,1,31.9,0.927,BALANCED
SCN-00059,AUTH_FAILURE_PROBE,2389.28,HEADING,IMPORTANT,2,1000.0,58.94,0,5,0,1,0,0,0.000323,15,42.1,ELEVATED,1,41.23,0.904,BALANCED
SCN-00060,AUTH_FAILURE_PROBE,3491.84,ALTITUDE,CRITICAL,3,3000.0,58.07,0,4,0,1,0,0,0.000468,14,28.31,ELEVATED,1,27.88,0.972,BALANCED
SCN-00061,INTEGRITY_TAMPERING,1756.61,NAVIGATION_UPDATE,IMPORTANT,2,2000.0,23.62,2,2,8,1,1,2,0.004437,12,69.17,HIGH,2,61.28,0.974,HIGH_ASSURANCE
SCN-00062,INTEGRITY_TAMPERING,165.57,FLIGHT_CONTROL,IMPORTANT,2,500.0,17.91,2,2,4,1,1,0,0.004041,3,59.99,HIGH,2,62.49,0.976,HIGH_ASSURANCE
SCN-00063,INTEGRITY_TAMPERING,2459.28,HEADING,IMPORTANT,2,2000.0,25.62,0,1,7,4,2,2,0.00417,5,55.15,HIGH,2,60.97,0.904,HIGH_ASSURANCE
SCN-00064,INTEGRITY_TAMPERING,1590.23,FLIGHT_CONTROL,ROUTINE,1,1000.0,17.77,2,2,6,3,2,0,0.004596,14,68.22,HIGH,2,62.2,0.872,HIGH_ASSURANCE
SCN-00065,INTEGRITY_TAMPERING,1065.14,FLIGHT_CONTROL,SAFETY_CRITICAL,4,500.0,40.14,1,3,5,4,1,0,0.004997,15,53.92,HIGH,2,56.86,0.9,HIGH_ASSURANCE
SCN-00066,INTEGRITY_TAMPERING,788.42,AIRCRAFT_STATUS,SAFETY_CRITICAL,4,5000.0,26.77,0,3,8,1,2,2,0.002987,9,65.96,HIGH,2,54.14,0.962,HIGH_ASSURANCE
SCN-00067,INTEGRITY_TAMPERING,2636.5,FLIGHT_CONTROL,CRITICAL,3,1000.0,42.28,2,3,8,2,2,0,0.004614,1,57.56,HIGH,2,57.93,0.931,HIGH_ASSURANCE
SCN-00068,INTEGRITY_TAMPERING,2903.36,HEADING,IMPORTANT,2,2000.0,46.11,0,1,4,3,2,2,0.004654,5,56.63,HIGH,2,64.84,0.917,HIGH_ASSURANCE
SCN-00069,INTEGRITY_TAMPERING,2422.18,AIRCRAFT_STATUS,SAFETY_CRITICAL,4,1000.0,57.96,0,1,8,4,2,1,0.001361,12,52.25,HIGH,2,59.66,0.914,HIGH_ASSURANCE
SCN-00070,INTEGRITY_TAMPERING,2965.88,FLIGHT_CONTROL,SAFETY_CRITICAL,4,1000.0,50.23,1,1,8,2,1,0,0.003478,10,68.47,HIGH,2,53.98,0.859,HIGH_ASSURANCE
SCN-00071,INTEGRITY_TAMPERING,2507.34,NAVIGATION_UPDATE,SAFETY_CRITICAL,4,50.0,12.69,0,2,6,1,0,0,0.004549,4,59.0,HIGH,2,56.68,0.983,HIGH_ASSURANCE
SCN-00072,INTEGRITY_TAMPERING,357.68,FLIGHT_CONTROL,ROUTINE,1,1000.0,53.7,2,1,6,4,1,0,0.003761,6,59.98,HIGH,2,67.11,0.97,HIGH_ASSURANCE
SCN-00073,INTEGRITY_TAMPERING,2833.12,FLIGHT_CONTROL,SAFETY_CRITICAL,4,5000.0,24.73,1,2,4,1,1,0,0.003651,0,52.91,HIGH,2,56.0,0.988,HIGH_ASSURANCE
SCN-00074,INTEGRITY_TAMPERING,395.73,AIRCRAFT_STATUS,CRITICAL,3,5000.0,16.39,0,1,5,2,2,0,0.002109,4,69.78,HIGH,2,59.72,0.962,HIGH_ASSURANCE
SCN-00075,INTEGRITY_TAMPERING,2800.86,ALTITUDE,IMPORTANT,2,500.0,24.7,0,3,5,1,0,1,0.00121,13,61.47,HIGH,2,63.42,0.917,HIGH_ASSURANCE
SCN-00076,INTEGRITY_TAMPERING,388.66,NAVIGATION_UPDATE,IMPORTANT,2,1000.0,57.0,0,3,8,3,1,2,0.004856,1,69.97,HIGH,2,65.25,0.91,HIGH_ASSURANCE
SCN-00077,INTEGRITY_TAMPERING,1819.98,AIRCRAFT_STATUS,ROUTINE,1,500.0,22.72,0,1,4,3,2,2,0.003341,10,58.86,HIGH,2,60.75,0.891,HIGH_ASSURANCE
SCN-00078,INTEGRITY_TAMPERING,342.31,AIRCRAFT_STATUS,ROUTINE,1,500.0,51.9,2,3,8,2,1,1,0.004552,13,58.1,HIGH,2,58.16,0.908,HIGH_ASSURANCE
SCN-00079,INTEGRITY_TAMPERING,215.93,HEADING,ROUTINE,1,2000.0,25.59,0,3,6,1,0,0,0.001373,3,65.4,HIGH,2,56.71,0.868,HIGH_ASSURANCE
SCN-00080,INTEGRITY_TAMPERING,807.28,AIRCRAFT_STATUS,SAFETY_CRITICAL,4,1000.0,24.45,2,2,8,1,1,2,0.00225,3,62.4,HIGH,2,53.83,0.942,HIGH_ASSURANCE
SCN-00081,AAD_METADATA_SPOOFING,104.23,HEADING,IMPORTANT,2,2000.0,11.32,2,2,5,10,3,2,0.002763,0,68.35,HIGH,2,66.18,0.947,HIGH_ASSURANCE
SCN-00082,AAD_METADATA_SPOOFING,1633.12,HEADING,SAFETY_CRITICAL,4,500.0,24.31,1,2,5,4,1,2,0.002826,0,59.56,HIGH,2,64.02,0.903,HIGH_ASSURANCE
SCN-00083,AAD_METADATA_SPOOFING,1591.36,HEADING,CRITICAL,3,1000.0,44.69,3,1,2,5,1,2,0.000959,2,62.63,HIGH,2,66.25,0.918,HIGH_ASSURANCE
SCN-00084,AAD_METADATA_SPOOFING,27.67,ALTITUDE,SAFETY_CRITICAL,4,3000.0,11.26,2,1,4,9,3,2,0.002357,9,58.77,HIGH,2,61.72,0.934,HIGH_ASSURANCE
SCN-00085,AAD_METADATA_SPOOFING,3000.08,ALTITUDE,SAFETY_CRITICAL,4,100.0,47.03,2,3,2,4,2,2,0.002178,4,64.46,HIGH,2,66.96,0.92,HIGH_ASSURANCE
SCN-00086,AAD_METADATA_SPOOFING,75.08,AIRCRAFT_STATUS,SAFETY_CRITICAL,4,1000.0,52.4,1,4,2,7,1,1,0.002642,12,70.06,HIGH,2,62.1,0.866,HIGH_ASSURANCE
SCN-00087,AAD_METADATA_SPOOFING,1222.25,ALTITUDE,SAFETY_CRITICAL,4,3000.0,30.31,3,3,2,7,1,0,0.002194,12,66.91,HIGH,2,61.73,0.893,HIGH_ASSURANCE
SCN-00088,AAD_METADATA_SPOOFING,550.33,ALTITUDE,SAFETY_CRITICAL,4,50.0,33.08,1,2,4,6,3,2,0.003408,7,59.75,HIGH,2,59.35,0.874,HIGH_ASSURANCE
SCN-00089,AAD_METADATA_SPOOFING,2129.11,ALTITUDE,IMPORTANT,2,5000.0,30.52,3,4,4,10,3,1,0.001283,2,65.97,HIGH,2,65.73,0.961,HIGH_ASSURANCE
SCN-00090,AAD_METADATA_SPOOFING,1995.54,FLIGHT_CONTROL,SAFETY_CRITICAL,4,50.0,22.07,2,1,2,6,2,0,0.002863,2,68.46,HIGH,2,63.62,0.915,HIGH_ASSURANCE
SCN-00091,AAD_METADATA_SPOOFING,1575.93,NAVIGATION_UPDATE,IMPORTANT,2,1000.0,22.68,2,2,2,7,1,1,0.003944,2,66.58,HIGH,2,57.93,0.885,HIGH_ASSURANCE
SCN-00092,AAD_METADATA_SPOOFING,1022.93,FLIGHT_CONTROL,ROUTINE,1,1000.0,25.01,2,4,5,10,2,2,0.002713,10,59.12,HIGH,2,56.61,0.945,HIGH_ASSURANCE
SCN-00093,AAD_METADATA_SPOOFING,2927.47,HEADING,CRITICAL,3,200.0,37.05,1,3,4,9,3,2,0.002054,2,63.26,HIGH,2,61.4,0.961,HIGH_ASSURANCE
SCN-00094,AAD_METADATA_SPOOFING,1827.68,NAVIGATION_UPDATE,IMPORTANT,2,2000.0,6.0,2,2,3,6,2,0,0.001525,4,60.63,HIGH,2,60.03,0.96,HIGH_ASSURANCE
SCN-00095,AAD_METADATA_SPOOFING,2590.51,HEADING,IMPORTANT,2,1000.0,37.85,1,2,3,10,3,2,0.003389,5,70.26,HIGH,2,55.74,0.901,HIGH_ASSURANCE
SCN-00096,AAD_METADATA_SPOOFING,1898.86,FLIGHT_CONTROL,ROUTINE,1,2000.0,46.38,2,2,3,6,2,0,0.001977,14,65.85,HIGH,2,59.79,0.903,HIGH_ASSURANCE
SCN-00097,AAD_METADATA_SPOOFING,3259.1,ALTITUDE,CRITICAL,3,5000.0,12.61,2,1,5,10,2,2,0.00379,3,62.85,HIGH,2,67.97,0.888,HIGH_ASSURANCE
SCN-00098,AAD_METADATA_SPOOFING,101.48,NAVIGATION_UPDATE,CRITICAL,3,200.0,57.05,1,4,4,4,2,0,0.002069,11,62.01,HIGH,2,71.91,0.902,HIGH_ASSURANCE
SCN-00099,AAD_METADATA_SPOOFING,538.27,HEADING,IMPORTANT,2,1000.0,12.57,2,4,3,10,3,1,0.002236,0,73.4,HIGH,2,55.32,0.88,HIGH_ASSURANCE
SCN-00100,AAD_METADATA_SPOOFING,2275.04,AIRCRAFT_STATUS,ROUTINE,1,2000.0,18.07,1,1,3,7,3,2,0.002263,3,72.22,HIGH,2,63.5,0.925,HIGH_ASSURANCE
SCN-00101,MULTI_VECTOR_CONCURRENT,1958.7,ALTITUDE,CRITICAL,3,1000.0,28.61,7,5,5,7,3,0,0.005986,2,72.85,HIGH,2,67.77,0.983,HIGH_ASSURANCE
SCN-00102,MULTI_VECTOR_CONCURRENT,159.61,NAVIGATION_UPDATE,IMPORTANT,2,5000.0,7.39,6,5,6,3,3,0,0.004069,3,76.57,HIGH,2,73.76,0.897,HIGH_ASSURANCE
SCN-00103,MULTI_VECTOR_CONCURRENT,3360.14,ALTITUDE,SAFETY_CRITICAL,4,5000.0,30.55,6,4,5,3,4,1,0.002222,6,65.66,HIGH,2,65.19,0.856,HIGH_ASSURANCE
SCN-00104,MULTI_VECTOR_CONCURRENT,3443.32,FLIGHT_CONTROL,ROUTINE,1,5000.0,18.93,4,5,6,3,4,1,0.003639,11,71.55,HIGH,2,68.4,0.912,HIGH_ASSURANCE
SCN-00105,MULTI_VECTOR_CONCURRENT,2379.31,ALTITUDE,SAFETY_CRITICAL,4,1000.0,43.06,5,5,4,6,2,1,0.005615,5,73.18,HIGH,2,67.14,0.861,HIGH_ASSURANCE
SCN-00106,MULTI_VECTOR_CONCURRENT,2849.32,NAVIGATION_UPDATE,SAFETY_CRITICAL,4,3000.0,44.47,4,6,6,6,2,2,0.00722,11,74.22,HIGH,2,68.96,0.94,HIGH_ASSURANCE
SCN-00107,MULTI_VECTOR_CONCURRENT,3418.08,AIRCRAFT_STATUS,IMPORTANT,2,5000.0,24.98,4,3,5,7,4,1,0.002209,2,68.54,HIGH,2,72.32,0.901,HIGH_ASSURANCE
SCN-00108,MULTI_VECTOR_CONCURRENT,93.29,FLIGHT_CONTROL,IMPORTANT,2,1000.0,42.35,5,5,7,3,4,0,0.005177,12,69.72,HIGH,2,66.46,0.984,HIGH_ASSURANCE
SCN-00109,MULTI_VECTOR_CONCURRENT,488.62,NAVIGATION_UPDATE,CRITICAL,3,5000.0,26.28,7,3,6,5,4,1,0.003287,9,75.41,HIGH,2,77.98,0.878,HIGH_ASSURANCE
SCN-00110,MULTI_VECTOR_CONCURRENT,3338.37,NAVIGATION_UPDATE,IMPORTANT,2,1000.0,54.43,6,3,9,5,4,1,0.006257,9,78.37,HIGH,2,75.62,0.95,HIGH_ASSURANCE
SCN-00111,MULTI_VECTOR_CONCURRENT,3183.29,HEADING,CRITICAL,3,5000.0,17.33,4,4,5,6,2,1,0.005324,11,72.01,HIGH,2,77.73,0.868,HIGH_ASSURANCE
SCN-00112,MULTI_VECTOR_CONCURRENT,3160.66,HEADING,IMPORTANT,2,5000.0,59.98,6,6,7,7,2,0,0.007834,2,71.75,HIGH,2,72.88,0.898,HIGH_ASSURANCE
SCN-00113,MULTI_VECTOR_CONCURRENT,3045.36,ALTITUDE,CRITICAL,3,3000.0,32.66,3,3,8,4,3,0,0.002972,7,70.19,HIGH,2,77.05,0.975,HIGH_ASSURANCE
SCN-00114,MULTI_VECTOR_CONCURRENT,2248.13,ALTITUDE,SAFETY_CRITICAL,4,5000.0,57.6,5,4,9,5,4,2,0.002561,5,73.88,HIGH,2,71.29,0.874,HIGH_ASSURANCE
SCN-00115,MULTI_VECTOR_CONCURRENT,1964.08,FLIGHT_CONTROL,SAFETY_CRITICAL,4,50.0,50.39,3,3,4,7,3,2,0.003265,13,74.27,HIGH,2,62.48,0.974,HIGH_ASSURANCE
SCN-00116,MULTI_VECTOR_CONCURRENT,1125.3,NAVIGATION_UPDATE,SAFETY_CRITICAL,4,100.0,49.26,6,5,7,3,4,0,0.002948,13,72.26,HIGH,2,65.26,0.935,HIGH_ASSURANCE
SCN-00117,MULTI_VECTOR_CONCURRENT,3110.99,HEADING,SAFETY_CRITICAL,4,1000.0,12.19,5,3,6,4,3,0,0.003605,7,67.11,HIGH,2,62.81,0.982,HIGH_ASSURANCE
SCN-00118,MULTI_VECTOR_CONCURRENT,1646.03,ALTITUDE,ROUTINE,1,1000.0,49.74,7,5,5,4,3,2,0.004801,9,72.46,HIGH,2,63.44,0.905,HIGH_ASSURANCE
SCN-00119,MULTI_VECTOR_CONCURRENT,2619.03,ALTITUDE,CRITICAL,3,5000.0,24.41,3,5,7,7,4,2,0.004824,0,77.71,HIGH,2,68.89,0.974,HIGH_ASSURANCE
SCN-00120,MULTI_VECTOR_CONCURRENT,2449.44,HEADING,ROUTINE,1,500.0,27.03,7,4,6,7,3,0,0.004318,14,76.47,HIGH,2,66.48,0.988,HIGH_ASSURANCE
SCN-00121,QUANTUM_SIGNATURE_PROBE,1705.48,ALTITUDE,IMPORTANT,2,500.0,26.66,1,8,2,1,4,2,0.001773,1,62.72,HIGH,2,62.06,0.897,HIGH_ASSURANCE
SCN-00122,QUANTUM_SIGNATURE_PROBE,1326.09,ALTITUDE,ROUTINE,1,1000.0,23.04,2,6,1,2,5,2,0.001341,15,73.34,HIGH,2,64.5,0.964,HIGH_ASSURANCE
SCN-00123,QUANTUM_SIGNATURE_PROBE,2264.49,NAVIGATION_UPDATE,IMPORTANT,2,2000.0,48.82,2,4,3,2,5,2,0.002457,7,73.54,HIGH,2,68.75,0.874,HIGH_ASSURANCE
SCN-00124,QUANTUM_SIGNATURE_PROBE,3313.88,ALTITUDE,ROUTINE,1,1000.0,6.74,2,4,1,1,6,1,0.001547,13,73.05,HIGH,2,66.16,0.958,HIGH_ASSURANCE
SCN-00125,QUANTUM_SIGNATURE_PROBE,2450.69,ALTITUDE,IMPORTANT,2,1000.0,35.85,2,7,3,2,5,0,0.001649,10,70.74,HIGH,2,70.14,0.971,HIGH_ASSURANCE
SCN-00126,QUANTUM_SIGNATURE_PROBE,2017.76,FLIGHT_CONTROL,SAFETY_CRITICAL,4,1000.0,15.57,0,6,3,2,4,1,0.002428,6,73.04,HIGH,2,67.34,0.917,HIGH_ASSURANCE
SCN-00127,QUANTUM_SIGNATURE_PROBE,1724.69,HEADING,SAFETY_CRITICAL,4,50.0,36.54,2,7,2,2,4,1,0.000605,2,67.54,HIGH,2,66.64,0.886,HIGH_ASSURANCE
SCN-00128,QUANTUM_SIGNATURE_PROBE,2582.49,FLIGHT_CONTROL,CRITICAL,3,1000.0,56.32,2,6,1,1,4,0,0.000627,7,72.21,HIGH,2,60.79,0.908,HIGH_ASSURANCE
SCN-00129,QUANTUM_SIGNATURE_PROBE,322.06,ALTITUDE,IMPORTANT,2,500.0,58.05,0,7,3,2,6,2,0.000999,9,67.14,HIGH,2,69.69,0.977,HIGH_ASSURANCE
